created_at,full_text,retweet_count,favorite_count,screen_name
2022-11-23T12:40:10Z,China expressed sympathy to Solomon Islands over the powerful earthquake. We stand ready to help in any way possible if the need arises. https://t.co/Ip13UIJKQq,61,297,MFA_China
2022-11-23T12:39:53Z,"China-PICs cooperation is open, transparent, non-exclusive &amp; complementary to the existing regional cooperation mechanisms. https://t.co/YPEUvbPQYQ",58,191,MFA_China
2022-11-23T12:38:33Z,Indonesian Defense Minister Prabowo Subianto’s remarks about having good relations with both China &amp; the US reflect countries’ hope for an open &amp; inclusive region and not having to pick sides. https://t.co/urHIeyPTeS,42,137,MFA_China
2022-11-23T12:34:42Z,We appreciate Minister Ahsan Iqbal’s deep commitment to CPEC cooperation. https://t.co/aAYDw59y2k,44,126,MFA_China
2022-11-23T12:33:18Z,President Xi Jinping offered condolences yesterday to President Joko Widodo over the devastating earthquake in West Java. China stands with Indonesia at this challenging time and is ready to help with the relief efforts. https://t.co/8CH4qqIFZe,108,495,MFA_China
2022-11-23T12:32:37Z,"As a regional organization, NATO needs to stay within its geographical parameters and not attempt to impose rules that suit itself or seek to push or even cross the boundary. https://t.co/7bi1SFx9Eo",83,252,MFA_China
2022-11-22T09:47:31Z,"China looks forward to the state visit by President of Mongolia Ukhnaagiin Khurelsuh.
https://t.co/mGqb3ngnzV https://t.co/C49aUG6hyO",51,248,MFA_China
2022-11-22T09:38:11Z,Thumbs up for #MadeInChina &amp; #BuiltByChina! https://t.co/2JixOfMw3v,41,137,MFA_China
2022-11-22T09:35:04Z,China is committed to high-quality Belt &amp; Road cooperation with South Asian countries for common development. https://t.co/rsi4htt6Zr,84,358,MFA_China
2022-11-22T09:33:08Z,Congratulations on the success of the 6th China-South Asia Expo. https://t.co/zuhZ1Uu7pD,54,242,MFA_China
2022-11-22T09:30:33Z,The US needs to listen to reason &amp; drop the zero-sum mentality. https://t.co/kqM2RMsT0l,52,171,MFA_China
2022-11-21T10:51:33Z,China is part of the important efforts that made #COP27’s valuable outcomes possible. https://t.co/adPzJVICgO,41,162,MFA_China
2022-11-21T10:48:22Z,Japan should not go ahead with its plan to discharge nuclear-contaminated water into the sea. https://t.co/KqMkuBsrQs,55,169,MFA_China
2022-11-21T10:44:29Z,Congratulations to Kazakhstan’s President Tokayev on his reelection. https://t.co/cBhRkdInZW,43,214,MFA_China
2022-11-21T10:42:25Z,China and Japan will hold their 14th round of high-level consultations on maritime affairs Tuesday. https://t.co/Yh2Ny29vZJ,83,443,MFA_China
2022-11-21T10:41:18Z,"President Xi’s trip to Southeast Asia has been highly productive &amp; vitally important. It’s a trip that further informed the world of China, provided Chinese solutions to global challenges, and brought China even closer to the world. #G20 #APEC https://t.co/2TEZmGBW1L",60,262,MFA_China
2022-11-21T10:39:53Z,"China looks forward to receiving Mr. Miguel Díaz-Canel, First Secretary of the Central Committee of the Communist Party of Cuba &amp; Cuban President, on his state visit to China. https://t.co/ygNb4IbjoU",114,309,MFA_China
2022-11-18T10:07:39Z,China stands against the British government’s interference in Chinese companies’ legitimate investment activities. https://t.co/ynb6pNhasY,65,239,MFA_China
2022-11-18T10:05:05Z,"China calls on the Asia-Pacific to stay on the path of peaceful development, openness and inclusiveness, and unity of purpose for its continued success. https://t.co/T1Vxniosib",70,221,MFA_China
2022-11-17T10:46:44Z,Putting development first is the key to bridging digital divide. Multilateralism is the way to go for more effective digital governance. https://t.co/y82mfO7AaB,81,357,MFA_China
2022-11-17T10:46:13Z,China takes very seriously the need to prevent and manage AI-related risks &amp; challenges. https://t.co/oq5NbceANH,43,186,MFA_China
2022-11-17T10:44:38Z,Jakarta-Bandung High-speed Railway is near completion. We look forward to its operation. https://t.co/csGvGBN57l,51,205,MFA_China
2022-11-16T10:34:56Z,"The US must stop spreading disinformation and using it to suppress Chinese companies.
https://t.co/KWIzNpn1oB",62,232,MFA_China
2022-11-16T10:34:33Z,The pressing priority on Ukraine is to find a peaceful solution to the crisis. https://t.co/bDyLDBsoH3,34,149,MFA_China
2022-11-16T10:34:03Z,"China calls for replacing division with unity, confrontation with cooperation, and exclusion with inclusiveness. https://t.co/4fF2F2yzRu",56,151,MFA_China
2022-11-16T10:33:17Z,President Xi Jinping is expected to hold a bilateral meeting with Japanese Prime Minister Fumio Kishida. https://t.co/AVERgeSAeV,74,294,MFA_China
2022-11-15T11:02:43Z,President Xi’s meeting with ROK President Yoon gives direction and strength to our two countries’ relations. https://t.co/6BNOiN8mEd,48,192,MFA_China
2022-11-15T11:01:53Z,China’s assistance to Pacific Island countries comes with sincerity and goodwill. https://t.co/aHXguLHdGH,31,128,MFA_China
2022-11-15T11:00:18Z,China is an important contributor to global food security. https://t.co/dCJMLEhngg,42,174,MFA_China
2022-11-14T11:17:54Z,"At the East Asia Summit, Chinese Premier Li Keqiang called for strategic dialogue, constructive interaction, cooperation, collective response to risks and challenges and the need to uphold ASEAN centrality and build an inclusive regional architecture.",18,50,MFA_China
2022-11-14T11:17:53Z,Stronger ASEAN Plus Three cooperation is essential for reaching the region’s long-term goal of establishing an East Asian Community.,15,53,MFA_China
2022-11-14T11:17:53Z,"A focus of this year’s China-ASEAN Summit: working together toward a peaceful, safe and secure, prosperous, beautiful and amicable home in the region. https://t.co/yTX4RHqqo9",103,419,MFA_China
2022-11-14T11:17:22Z,"Together, China and Cambodia will foster an even more unbreakable community with a shared future, discover more pathways to modernization and defend multilateralism and international fairness and justice. https://t.co/HCoP2EYLe2",84,262,MFA_China
2022-11-14T11:14:58Z,China is a doer when it comes to global wetlands conservation. https://t.co/xYazow1iRE,55,167,MFA_China
2022-11-14T11:14:48Z,"China and ASEAN nations are fully capable, confident and wise enough to handle well the South China Sea issue. https://t.co/vYudzmf8cp",80,225,MFA_China
2022-11-11T10:51:02Z,The US should immediately stop hobbling Chinese photovoltaic companies. https://t.co/DxmvTssPcF,45,151,MFA_China
2022-11-11T10:45:24Z,"In the first nine months of this year, Germany’s paid-in investment in China grew by 114.3%. It wouldn’t have been possible without the active participation of German businesses. https://t.co/zCrN1ybeyT",59,188,MFA_China
2022-11-11T10:44:03Z,The China-Russia relationship is rock-solid. https://t.co/58qoBM9QEn,124,376,MFA_China
2022-11-11T10:41:47Z,"The US should follow through on its commitment of not supporting “Taiwan independence” with real actions, and avoid dragging China-US relations into a precarious situation. https://t.co/7VzQqSsLiR",66,177,MFA_China
2022-11-11T10:39:39Z,The heads of state of China and the US will have a bilateral meeting on the sidelines of the G20 Summit. https://t.co/foPVJ8xoDX,113,337,MFA_China
2022-11-10T13:13:32Z,"The US should stop fudging, hollowing out and distorting the one-China principle. The three China-US joint communiqués are the most crucial “guardrails” for China-US relations.
https://t.co/tNUx6isCwh",46,162,MFA_China
2022-11-10T13:13:06Z,China’s key cooperation projects with neighboring countries have made positive progress. https://t.co/J869NMNwAV,56,207,MFA_China
2022-11-10T13:12:42Z,China highly appreciates El Salvador’s abrogation of the so-called “free trade agreement” with Taiwan. https://t.co/lI37waNakz,65,229,MFA_China
2022-11-10T13:12:01Z,"China firmly rejects the remarks by the Canadian side that contravene facts, smack of ideological bias and blatantly interfere in China’s internal affairs. We have made solemn démarches to Canada. https://t.co/y8Cg9IsyYm",56,182,MFA_China
2022-11-09T09:21:57Z,"Hope Germany and other host countries will provide a fair, open and non-discriminatory market environment for Chinese companies doing business there. https://t.co/L4TROz7O4W",82,313,MFA_China
2022-11-09T09:20:53Z,"In continuing the previous administration’s investment ban on China, the US is repeating its mistake. China firmly rejects it. https://t.co/Pil330Hjms",69,244,MFA_China
2022-11-09T09:19:04Z,Infrastructure projects built by China bring tangible benefits to people around the world. https://t.co/qpGorHk34A,94,322,MFA_China
2022-11-09T09:15:04Z,"China won’t comment on the US midterm elections. They are the US internal affairs, and the election results are to be decided by the US voters. https://t.co/kRbKNeFuQQ",369,2132,MFA_China
2022-11-08T09:45:27Z,"The foreign ministers of China and Algeria signed a second five-year plan for comprehensive strategic cooperation, which will advance China-Algeria relations for new progress. https://t.co/AWX2U4VexA",179,662,MFA_China
2022-11-08T09:45:11Z,The New Wami Bridge in Tanzania has opened up a transport artery vital for the country’s development. It also epitomizes China and Tanzania’s efforts to carry forward the traditional friendship and deepen win-win cooperation. https://t.co/Fy2oPh2Lqx,72,235,MFA_China
2022-11-08T09:44:32Z,"China urges Lithuania to strictly abide by the one-China principle, prudently handle Taiwan-related issues, and earnestly safeguard the political foundation of bilateral relations. https://t.co/ZM1PrafRYT",51,187,MFA_China
2022-11-08T09:44:02Z,There is competition between China and the EU. But our cooperation far outweighs competition. https://t.co/eCzTN698LZ,52,176,MFA_China
2022-11-07T10:50:42Z,China firmly opposes any form of official interaction between the UK and the Taiwan region. https://t.co/6xgGcSZBzB,144,588,MFA_China
2022-11-07T10:49:19Z,We deeply mourn for the victims and offer our sympathies to the bereaved families and those injured. #PrecisionAirCrash https://t.co/6JXRVU7ysd,76,312,MFA_China
2022-11-07T10:47:51Z,It’s no secret why the US is stepping up pressure on Japan and the Netherlands to join itself in blocking the flow of advanced chip technology to China. https://t.co/fcgco6Iih5,65,187,MFA_China
2022-11-07T10:39:32Z,We should stay on high alert to NATO’s real intention in strengthening ties with the Asia-Pacific countries. https://t.co/eA7bx899Gz,103,309,MFA_China
2022-11-07T10:37:29Z,China deplores and firmly rejects the G7 foreign ministers’ statement. https://t.co/2LRh0QZmB1,153,424,MFA_China
2022-11-04T13:57:26Z,"China will send a high-level delegation to COP27 in Egypt’s Sharm El-Sheikh and work for positive, balanced &amp; comprehensive outcomes. https://t.co/E21249Vopk",85,351,MFA_China
2022-11-04T13:57:00Z,"Premier Li Keqiang will attend the 25th China-ASEAN Summit, the 25th ASEAN Plus Three (APT) Summit, the 17th East Asia Summit &amp; pay an official visit to Cambodia.
https://t.co/n7prLOvDsu https://t.co/YvBmh2LcVP",69,257,MFA_China
2022-11-04T13:54:29Z,"All freight stations of the China-Laos Railway are now up and running, giving the region a strong boost for its connectivity. https://t.co/imblabX7uD",57,161,MFA_China
2022-11-04T13:53:49Z,"185 countries voted in favor of ending the US embargo on Cuba. It’s not human rights, but hegemony the US seeks to protect. https://t.co/M7Kq7UXuRe",118,369,MFA_China
2022-11-04T13:52:20Z,"Today, the Declaration on the Conduct of Parties in the South China Sea (DOC) marks its 20 years of success, evidence that China &amp; ASEAN countries have the confidence, wisdom &amp; ability to properly address the South China Sea issue. https://t.co/XILgOQGVhT",57,201,MFA_China
2022-11-03T12:19:37Z,"Since 1992, for 29 consecutive times, UNGA has adopted a resolution  calling for an end to the US’s economic, commercial &amp; financial embargo on Cuba. This is a call for justice from the international community. The world demands action. https://t.co/uBFIacEMDp",68,212,MFA_China
2022-11-03T12:18:41Z,Telling Germany what to and not to do—the US’s interference in China-Germany cooperation over the Hamburg port says everything about US hegemonism &amp; coercive diplomacy. https://t.co/SPV6D5MIiE,89,237,MFA_China
2022-11-03T12:17:46Z,Looking forward to the success of Chancellor Scholz’s China visit. https://t.co/0YzotWEx1X,80,261,MFA_China
2022-11-03T12:16:42Z,China says NO to Canada’s suppression of Chinese companies by overstretching the concept of national security. https://t.co/VadX8RgvYY,50,142,MFA_China
2022-11-03T12:15:29Z,The Taiwan visit by a small number of parliamentarians is nothing but a farcical political stunt. It would only invite disgrace. https://t.co/83KqWUJzpn,135,672,MFA_China
2022-11-03T12:14:45Z,Congratulations on the full success of Prime Minister Shehbaz Sharif’s China visit! https://t.co/weQUONGq8C,110,275,MFA_China
2022-11-03T12:13:40Z,China welcomes &amp; commends the peace agreement reached by the Ethiopian Government and the Tigray People’s Liberation Front under the auspices of the African Union. https://t.co/y197MkKmd2,209,668,MFA_China
2022-11-03T12:12:27Z,Belt &amp; Road Initiative brings real benefits to people in developing countries. https://t.co/iLLQflK47U,66,203,MFA_China
2022-11-03T12:11:26Z,"China-Africa cooperation is popular among Africans, as indicated by latest YouGov survey results. https://t.co/dwgZKsWfLF",38,106,MFA_China
2022-11-02T09:40:25Z,The 5th China International Import Expo will be open in Shanghai on Nov 5 and last till Nov 10. Wish the event every success!#CIIE https://t.co/dkrxTvnIqE,93,478,MFA_China
2022-11-02T09:39:14Z,Warm welcome to Tanzanian President Samia Suluhu Hassan on her state visit to China. https://t.co/64XN9DCCAN,62,215,MFA_China
2022-11-02T09:38:26Z,China is firmly against the US’s economic coercion &amp; bullying. https://t.co/ey9w6Ynh9D,91,326,MFA_China
2022-11-01T15:04:13Z,China is opposed to attempts to use the world economy as a political tool or weapon. https://t.co/urbSJkwgGN,84,213,MFA_China
2022-11-01T15:03:25Z,We welcome Chancellor Olaf Scholz on what will be his first China visit after taking office. https://t.co/W0JdoVpWBV,91,357,MFA_China
2022-11-01T15:02:28Z,Mr. Rewi Alley was an old friend of the Chinese people &amp; a symbol of China-New Zealand friendship. https://t.co/ewevG97YsB,46,177,MFA_China
