"Date Stamped","Registrant Name","Registration Number","Document Type","Short Form Name","Foreign Principal Name","Foreign Principal Country","Url"
"12/12/2012","Brown Lloyd James","5875","Exhibit C"," "," "," ","https://efile.fara.gov/docs/5875-Exhibit-C-20121212-2.pdf"
"12/06/2012","Brown Lloyd James","5875","Short-Form","Dark, Calvin"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20121206-150.pdf"
"11/06/2012","Brown Lloyd James","5875","Exhibit AB"," ","Yasuni-ITT Commission (via the UNDP)","ECUADOR","https://efile.fara.gov/docs/5875-Exhibit-AB-20121106-44.pdf"
"11/06/2012","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20121106-22.pdf"
"07/30/2012","Brown Lloyd James","5875","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5875-Supplemental-Statement-20120730-15.pdf"
"06/26/2012","Brown Lloyd James","5875","Short-Form","Brown, Shane M."," "," ","https://efile.fara.gov/docs/5875-Short-Form-20120626-148.pdf"
"06/25/2012","Brown Lloyd James","5875","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5875-Supplemental-Statement-20120625-14.pdf"
"06/25/2012","Brown Lloyd James","5875","Short-Form","Pena, Ana Sarai"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20120625-136.pdf"
"06/25/2012","Brown Lloyd James","5875","Exhibit AB"," ","Republic of Ecuador","ECUADOR","https://efile.fara.gov/docs/5875-Exhibit-AB-20120625-42.pdf"
"06/25/2012","Brown Lloyd James","5875","Short-Form","Holtzman, Michael"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20120625-144.pdf"
"06/25/2012","Brown Lloyd James","5875","Short-Form","Barnhart, Caleb"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20120625-146.pdf"
"06/25/2012","Brown Lloyd James","5875","Short-Form","Brown, Peter"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20120625-138.pdf"
"06/25/2012","Brown Lloyd James","5875","Short-Form","Smrikarov, Marc Philip George"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20120625-134.pdf"
"06/25/2012","Brown Lloyd James","5875","Exhibit AB"," ","Republic of Ecuador","ECUADOR","https://efile.fara.gov/docs/5875-Exhibit-AB-20120625-43.pdf"
"06/25/2012","Brown Lloyd James","5875","Short-Form","Gallegos, Jorge Luis"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20120625-140.pdf"
"06/25/2012","Brown Lloyd James","5875","Short-Form","Hill, Katie"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20120625-142.pdf"
"03/28/2012","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20120328-21.pdf"
"03/07/2012","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20120307-20.pdf"
"03/07/2012","Brown Lloyd James","5875","Short-Form","Van Wagenen, Matthew"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20120307-132.pdf"
"01/31/2012","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20120131-19.pdf"
"01/31/2012","Brown Lloyd James","5875","Exhibit AB"," ","China-United States Exchange Foundation","CHINA","https://efile.fara.gov/docs/5875-Exhibit-AB-20120131-41.pdf"
"01/30/2012","Brown Lloyd James","5875","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5875-Supplemental-Statement-20120130-13.pdf"
"12/19/2011","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20111219-16.pdf"
"12/19/2011","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20111219-18.pdf"
"12/19/2011","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20111219-17.pdf"
"11/28/2011","Brown Lloyd James","5875","Exhibit AB"," ","China-United States Exchange Foundation","CHINA","https://efile.fara.gov/docs/5875-Exhibit-AB-20111128-40.pdf"
"11/28/2011","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20111128-15.pdf"
"11/22/2011","Brown Lloyd James","5875","Short-Form","Hill, Katie"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20111122-130.pdf"
"09/15/2011","Brown Lloyd James","5875","Short-Form","Wagenseil, Anthony"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110915-122.pdf"
"09/15/2011","Brown Lloyd James","5875","Short-Form","Hill, Katie"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110915-128.pdf"
"09/15/2011","Brown Lloyd James","5875","Short-Form","Brown, Peter"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110915-124.pdf"
"09/12/2011","Brown Lloyd James","5875","Short-Form","Smrikarov, Marc Philip George"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110912-120.pdf"
"09/12/2011","Brown Lloyd James","5875","Short-Form","Van Wagenen, Matthew"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110912-118.pdf"
"09/12/2011","Brown Lloyd James","5875","Exhibit AB"," ","Yasuni-ITT Commission (via the UNDP)","ECUADOR","https://efile.fara.gov/docs/5875-Exhibit-AB-20110912-38.pdf"
"09/07/2011","Brown Lloyd James","5875","Short-Form","Bradley, Alison"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110907-116.pdf"
"09/06/2011","Brown Lloyd James","5875","Exhibit AB"," ","Kingdom of Morocco (via Gerson Global Strategic Advisors)","MOROCCO","https://efile.fara.gov/docs/5875-Exhibit-AB-20110906-37.pdf"
"09/06/2011","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20110906-14.pdf"
"09/01/2011","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20110901-13.pdf"
"08/30/2011","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20110830-11.pdf"
"08/30/2011","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20110830-12.pdf"
"08/30/2011","Brown Lloyd James","5875","Exhibit AB"," ","China-United States Exchange Foundation","CHINA","https://efile.fara.gov/docs/5875-Exhibit-AB-20110830-36.pdf"
"08/29/2011","Brown Lloyd James","5875","Short-Form","Wagner, Ethan"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110829-112.pdf"
"08/24/2011","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20110824-9.pdf"
"08/24/2011","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20110824-10.pdf"
"08/23/2011","Brown Lloyd James","5875","Short-Form","Wagner, Ethan"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110823-110.pdf"
"08/22/2011","Brown Lloyd James","5875","Short-Form","Harris, Jasmine"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110822-108.pdf"
"08/18/2011","Brown Lloyd James","5875","Short-Form","Wittenberg, Grace"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110818-106.pdf"
"08/17/2011","Brown Lloyd James","5875","Short-Form","Van Wagenen, Matthew"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110817-104.pdf"
"08/17/2011","Brown Lloyd James","5875","Exhibit AB"," ","Socialist People's Libyan Arab Jamahiriya","LIBYA","https://efile.fara.gov/docs/5875-Exhibit-AB-20110817-31.pdf"
"08/17/2011","Brown Lloyd James","5875","Exhibit AB"," ","Hassan Tatanaki, Challenger Limited","LIBYA","https://efile.fara.gov/docs/5875-Exhibit-AB-20110817-32.pdf"
"08/17/2011","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20110817-8.pdf"
"08/17/2011","Brown Lloyd James","5875","Short-Form","Holtzman, Michael"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110817-102.pdf"
"08/03/2011","Brown Lloyd James","5875","Short-Form","Alomar, Dayla"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110803-100.pdf"
"07/29/2011","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20110729-7.pdf"
"07/29/2011","Brown Lloyd James","5875","Exhibit AB"," ","Presidency of the Syrian Arab Republic","SYRIA","https://efile.fara.gov/docs/5875-Exhibit-AB-20110729-30.pdf"
"07/29/2011","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20110729-6.pdf"
"07/27/2011","Brown Lloyd James","5875","Short-Form","Wagner, Brian"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110727-96.pdf"
"07/27/2011","Brown Lloyd James","5875","Short-Form","Wagenseil, Anthony"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110727-82.pdf"
"07/27/2011","Brown Lloyd James","5875","Short-Form","Touzet, Suzanna"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110727-84.pdf"
"07/27/2011","Brown Lloyd James","5875","Short-Form","Smrikarov, Marc Philip George"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110727-86.pdf"
"07/27/2011","Brown Lloyd James","5875","Short-Form","Kiermeier, Celine"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110727-88.pdf"
"07/27/2011","Brown Lloyd James","5875","Short-Form","Karr, Valerie"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110727-98.pdf"
"07/27/2011","Brown Lloyd James","5875","Short-Form","Holtzman, Michael"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110727-90.pdf"
"07/27/2011","Brown Lloyd James","5875","Short-Form","Hart, Colin M."," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110727-92.pdf"
"07/27/2011","Brown Lloyd James","5875","Short-Form","Brown, Peter"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20110727-94.pdf"
"07/27/2011","Brown Lloyd James","5875","Exhibit AB"," ","Sheik Hamad bin Khalifa al-Thani, Emir of Qatar","QATAR","https://efile.fara.gov/docs/5875-Exhibit-AB-20110727-27.pdf"
"07/27/2011","Brown Lloyd James","5875","Exhibit AB"," ","Murr Television (aka MurrTV)","LEBANON","https://efile.fara.gov/docs/5875-Exhibit-AB-20110727-28.pdf"
"07/27/2011","Brown Lloyd James","5875","Exhibit AB"," ","China-United States Exchange Foundation","CHINA","https://efile.fara.gov/docs/5875-Exhibit-AB-20110727-26.pdf"
"07/27/2011","Brown Lloyd James","5875","Exhibit AB"," ","Ali Taslimi (for Iraq Camp Ashraf prisoners)","IRAQ","https://efile.fara.gov/docs/5875-Exhibit-AB-20110727-29.pdf"
"07/27/2011","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20110727-5.pdf"
"07/27/2011","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20110727-3.pdf"
"07/27/2011","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20110727-4.pdf"
"07/14/2011","Brown Lloyd James","5875","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5875-Supplemental-Statement-20110714-4.pdf"
"07/14/2011","Brown Lloyd James","5875","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5875-Supplemental-Statement-20110714-5.pdf"
"07/14/2011","Brown Lloyd James","5875","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5875-Supplemental-Statement-20110714-6.pdf"
"07/14/2011","Brown Lloyd James","5875","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5875-Supplemental-Statement-20110714-7.pdf"
"07/14/2011","Brown Lloyd James","5875","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5875-Supplemental-Statement-20110714-8.pdf"
"07/14/2011","Brown Lloyd James","5875","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5875-Supplemental-Statement-20110714-9.pdf"
"07/14/2011","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20110714-1.pdf"
"07/14/2011","Brown Lloyd James","5875","Amendment"," "," "," ","https://efile.fara.gov/docs/5875-Amendment-20110714-2.pdf"
"07/14/2011","Brown Lloyd James","5875","Exhibit AB"," ","China-United States Exchange Foundation","CHINA","https://efile.fara.gov/docs/5875-Exhibit-AB-20110714-23.pdf"
"07/14/2011","Brown Lloyd James","5875","Exhibit AB"," ","Hassan Tatanaki - Challenger Limited","EGYPT","https://efile.fara.gov/docs/5875-Exhibit-AB-20110714-20.pdf"
"07/14/2011","Brown Lloyd James","5875","Exhibit AB"," ","Kingdom of Morocco (via Gerson Global Strategic Advisors)","MOROCCO","https://efile.fara.gov/docs/5875-Exhibit-AB-20110714-22.pdf"
"07/14/2011","Brown Lloyd James","5875","Exhibit AB"," ","Loomba Foundation","UNITED KINGDOM","https://efile.fara.gov/docs/5875-Exhibit-AB-20110714-19.pdf"
"07/14/2011","Brown Lloyd James","5875","Exhibit AB"," ","Republic of Gabon","GABON","https://efile.fara.gov/docs/5875-Exhibit-AB-20110714-39.pdf"
"07/14/2011","Brown Lloyd James","5875","Exhibit AB"," ","Shafallah Center for Children with Special Needs","QATAR","https://efile.fara.gov/docs/5875-Exhibit-AB-20110714-24.pdf"
"07/14/2011","Brown Lloyd James","5875","Exhibit AB"," ","State of Qatar","QATAR","https://efile.fara.gov/docs/5875-Exhibit-AB-20110714-21.pdf"
"07/14/2011","Brown Lloyd James","5875","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5875-Supplemental-Statement-20110714-10.pdf"
"07/14/2011","Brown Lloyd James","5875","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5875-Supplemental-Statement-20110714-11.pdf"
"07/14/2011","Brown Lloyd James","5875","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5875-Supplemental-Statement-20110714-12.pdf"
"07/14/2011","Brown Lloyd James","5875","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5875-Supplemental-Statement-20110714-2.pdf"
"07/14/2011","Brown Lloyd James","5875","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5875-Supplemental-Statement-20110714-3.pdf"
"08/03/2010","Brown Lloyd James","5875","Exhibit AB"," ","Centrica LNG Company Limited","UNITED KINGDOM","https://efile.fara.gov/docs/5875-Exhibit-AB-20100803-5.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Walsh, Rachel"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-80.pdf"
"08/03/2010","Brown Lloyd James","5875","Exhibit AB"," ","Doha Bank","QATAR","https://efile.fara.gov/docs/5875-Exhibit-AB-20100803-12.pdf"
"08/03/2010","Brown Lloyd James","5875","Exhibit AB"," ","Loomba Foundation","UNITED KINGDOM","https://efile.fara.gov/docs/5875-Exhibit-AB-20100803-8.pdf"
"08/03/2010","Brown Lloyd James","5875","Exhibit AB"," ","Qatar 2022 Bid Committee","QATAR","https://efile.fara.gov/docs/5875-Exhibit-AB-20100803-13.pdf"
"08/03/2010","Brown Lloyd James","5875","Exhibit AB"," ","Qatar Chamber of Commerce","QATAR","https://efile.fara.gov/docs/5875-Exhibit-AB-20100803-15.pdf"
"08/03/2010","Brown Lloyd James","5875","Exhibit AB"," ","Qatar Tourism Authority","QATAR","https://efile.fara.gov/docs/5875-Exhibit-AB-20100803-14.pdf"
"08/03/2010","Brown Lloyd James","5875","Exhibit AB"," ","Qatar Tourism Authority","QATAR","https://efile.fara.gov/docs/5875-Exhibit-AB-20100803-18.pdf"
"08/03/2010","Brown Lloyd James","5875","Exhibit AB"," ","Qatari Diar Real Estate Investment Company","QATAR","https://efile.fara.gov/docs/5875-Exhibit-AB-20100803-16.pdf"
"08/03/2010","Brown Lloyd James","5875","Exhibit AB"," ","Shafallah Center for Children with Special Needs","QATAR","https://efile.fara.gov/docs/5875-Exhibit-AB-20100803-17.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Bradley, Alison"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-14.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Bradley, Alison"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-24.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Bradley, Alison"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-36.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Bradley, Alison"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-48.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Bradley, Alison"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-50.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Bradley, Alison"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-62.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Brown, Peter"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-16.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Brown, Peter"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-20.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Brown, Peter"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-30.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Brown, Peter"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-46.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Brown, Peter"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-54.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Brown, Peter"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-68.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Brown, Peter"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-74.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Elwood, Philip"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-12.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Hart, Colin M."," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-66.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Holtzman, Michael"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-18.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Holtzman, Michael"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-22.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Holtzman, Michael"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-32.pdf"
"08/03/2010","Brown Lloyd James","5875","Short-Form","Holtzman, Michael"," "," ","https://efile.fara.gov/docs/5875-Short-Form-20100803-38.pdf"
