"Date Stamped","Registrant Name","Registration Number","Document Type","Short Form Name","Foreign Principal Name","Foreign Principal Country","Url"
"11/15/2022","BGR Government Affairs, LLC","5430","Short-Form","Munson, Lester"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20221115-422.pdf"
"11/15/2022","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20221115-74.pdf"
"11/15/2022","BGR Government Affairs, LLC","5430","Short-Form","Ahrens, Frank"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20221115-420.pdf"
"11/15/2022","BGR Government Affairs, LLC","5430","Short-Form","Seiden, Maya"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20221115-424.pdf"
"11/15/2022","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Republic of India, Embassy","INDIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20221115-118.pdf"
"11/04/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Muslim World League","SAUDI ARABIA","https://efile.fara.gov/docs/5430-Informational-Materials-20221104-254.pdf"
"11/04/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Ministry of Investments and Foreign Trade of the Republic of Uzbekistan","UZBEKISTAN","https://efile.fara.gov/docs/5430-Informational-Materials-20221104-255.pdf"
"10/31/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Ministry of Investments and Foreign Trade of the Republic of Uzbekistan","UZBEKISTAN","https://efile.fara.gov/docs/5430-Informational-Materials-20221031-253.pdf"
"10/21/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Ministry of Investments and Foreign Trade of the Republic of Uzbekistan","UZBEKISTAN","https://efile.fara.gov/docs/5430-Informational-Materials-20221021-251.pdf"
"10/21/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the Cooperative Republic of Guyana","GUYANA","https://efile.fara.gov/docs/5430-Informational-Materials-20221021-252.pdf"
"10/19/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Ministry of Investments and Foreign Trade of the Republic of Uzbekistan","UZBEKISTAN","https://efile.fara.gov/docs/5430-Informational-Materials-20221019-244.pdf"
"10/11/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the Cooperative Republic of Guyana","GUYANA","https://efile.fara.gov/docs/5430-Informational-Materials-20221011-242.pdf"
"10/11/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Ministry of Investments and Foreign Trade of the Republic of Uzbekistan","UZBEKISTAN","https://efile.fara.gov/docs/5430-Informational-Materials-20221011-243.pdf"
"09/30/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the Cooperative Republic of Guyana","GUYANA","https://efile.fara.gov/docs/5430-Informational-Materials-20220930-241.pdf"
"09/23/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the Cooperative Republic of Guyana","GUYANA","https://efile.fara.gov/docs/5430-Informational-Materials-20220923-239.pdf"
"09/23/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Fathi Bashagha","LIBYA","https://efile.fara.gov/docs/5430-Informational-Materials-20220923-240.pdf"
"09/21/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20220921-238.pdf"
"09/13/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the Cooperative Republic of Guyana","GUYANA","https://efile.fara.gov/docs/5430-Informational-Materials-20220913-237.pdf"
"09/09/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20220909-236.pdf"
"09/09/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20220909-235.pdf"
"09/09/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20220909-234.pdf"
"08/26/2022","BGR Government Affairs, LLC","5430","Short-Form","Turner, Fred"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220826-418.pdf"
"08/23/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20220823-233.pdf"
"08/22/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the Cooperative Republic of Guyana","GUYANA","https://efile.fara.gov/docs/5430-Informational-Materials-20220822-231.pdf"
"08/22/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Ministry of Investments and Foreign Trade of the Republic of Uzbekistan","UZBEKISTAN","https://efile.fara.gov/docs/5430-Informational-Materials-20220822-232.pdf"
"08/12/2022","BGR Government Affairs, LLC","5430","Short-Form","Ellis, Alex"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220812-416.pdf"
"08/05/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the Cooperative Republic of Guyana","GUYANA","https://efile.fara.gov/docs/5430-Informational-Materials-20220805-230.pdf"
"08/01/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20220801-229.pdf"
"07/29/2022","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20220729-73.pdf"
"07/22/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20220722-228.pdf"
"07/19/2022","BGR Government Affairs, LLC","5430","Short-Form","Odom, Amy Owen"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220719-408.pdf"
"07/19/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the Cooperative Republic of Guyana","GUYANA","https://efile.fara.gov/docs/5430-Informational-Materials-20220719-227.pdf"
"07/19/2022","BGR Government Affairs, LLC","5430","Short-Form","Barbour, Haley"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220719-402.pdf"
"07/19/2022","BGR Government Affairs, LLC","5430","Short-Form","Barbour, Haley"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220719-410.pdf"
"07/19/2022","BGR Government Affairs, LLC","5430","Short-Form","Odom, Amy Owen"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220719-404.pdf"
"07/19/2022","BGR Government Affairs, LLC","5430","Short-Form","Munson, Lester"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220719-400.pdf"
"07/19/2022","BGR Government Affairs, LLC","5430","Short-Form","Munson, Lester"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220719-414.pdf"
"07/19/2022","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Vadym Ivchenko","UKRAINE","https://efile.fara.gov/docs/5430-Exhibit-AB-20220719-115.pdf"
"07/19/2022","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Elena Lipkivska Ergul","UKRAINE","https://efile.fara.gov/docs/5430-Exhibit-AB-20220719-116.pdf"
"07/19/2022","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20220719-72.pdf"
"07/19/2022","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20220719-71.pdf"
"07/19/2022","BGR Government Affairs, LLC","5430","Short-Form","McMullen III, Charles Louis"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220719-406.pdf"
"07/19/2022","BGR Government Affairs, LLC","5430","Short-Form","McMullen III, Charles Louis"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220719-412.pdf"
"07/15/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20220715-226.pdf"
"07/14/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the Cooperative Republic of Guyana","GUYANA","https://efile.fara.gov/docs/5430-Informational-Materials-20220714-225.pdf"
"07/14/2022","BGR Government Affairs, LLC","5430","Short-Form","Ellis, Alex"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220714-398.pdf"
"07/05/2022","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20220705-70.pdf"
"07/05/2022","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Ministry of Investments and Foreign Trade of the Republic of Uzbekistan","UZBEKISTAN","https://efile.fara.gov/docs/5430-Exhibit-AB-20220705-114.pdf"
"06/29/2022","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20220629-49.pdf"
"06/27/2022","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20220627-69.pdf"
"06/27/2022","BGR Government Affairs, LLC","5430","Short-Form","Birnbaum, Jeffrey"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220627-396.pdf"
"06/27/2022","BGR Government Affairs, LLC","5430","Short-Form","Ahrens, Frank"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220627-394.pdf"
"06/24/2022","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20220624-67.pdf"
"06/24/2022","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20220624-68.pdf"
"06/24/2022","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20220624-66.pdf"
"06/24/2022","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20220624-65.pdf"
"06/24/2022","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20220624-64.pdf"
"06/22/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the Cooperative Republic of Guyana","GUYANA","https://efile.fara.gov/docs/5430-Informational-Materials-20220622-224.pdf"
"06/21/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20220621-223.pdf"
"06/14/2022","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Embassy of the State of Qatar","QATAR","https://efile.fara.gov/docs/5430-Exhibit-AB-20220614-113.pdf"
"06/10/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the Cooperative Republic of Guyana","GUYANA","https://efile.fara.gov/docs/5430-Informational-Materials-20220610-221.pdf"
"06/09/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the Cooperative Republic of Guyana","GUYANA","https://efile.fara.gov/docs/5430-Informational-Materials-20220609-220.pdf"
"06/09/2022","BGR Government Affairs, LLC","5430","Short-Form","Urban, David J."," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220609-392.pdf"
"06/09/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Fathi Bashagha","LIBYA","https://efile.fara.gov/docs/5430-Informational-Materials-20220609-219.pdf"
"06/09/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the Cooperative Republic of Guyana","GUYANA","https://efile.fara.gov/docs/5430-Informational-Materials-20220609-222.pdf"
"06/08/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20220608-218.pdf"
"06/02/2022","BGR Government Affairs, LLC","5430","Short-Form","Fontaine, Elizabeth"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220602-390.pdf"
"06/02/2022","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Muslim World League","SAUDI ARABIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20220602-112.pdf"
"06/02/2022","BGR Government Affairs, LLC","5430","Short-Form","Birnbaum, Jeffrey"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220602-388.pdf"
"06/02/2022","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20220602-63.pdf"
"05/31/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20220531-214.pdf"
"05/31/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20220531-216.pdf"
"05/31/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20220531-215.pdf"
"05/31/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the Cooperative Republic of Guyana","GUYANA","https://efile.fara.gov/docs/5430-Informational-Materials-20220531-217.pdf"
"05/31/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20220531-213.pdf"
"05/31/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20220531-212.pdf"
"05/24/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20220524-210.pdf"
"05/24/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20220524-211.pdf"
"05/11/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20220511-209.pdf"
"05/10/2022","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Ministry of Investments and Foreign Trade of the Republic of Uzbekistan","UZBEKISTAN","https://efile.fara.gov/docs/5430-Exhibit-AB-20220510-111.pdf"
"05/10/2022","BGR Government Affairs, LLC","5430","Short-Form","Turner, Fred"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220510-384.pdf"
"05/10/2022","BGR Government Affairs, LLC","5430","Short-Form","Tavlarides, Mark"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220510-386.pdf"
"05/10/2022","BGR Government Affairs, LLC","5430","Short-Form","Seiden, Maya"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220510-382.pdf"
"05/10/2022","BGR Government Affairs, LLC","5430","Short-Form","Munson, Lester"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220510-380.pdf"
"05/09/2022","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20220509-62.pdf"
"05/09/2022","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Kurdish Regional Government (formerly known as Kurdish Democratic Party)","IRAQ","https://efile.fara.gov/docs/5430-Exhibit-AB-20220509-110.pdf"
"05/04/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20220504-208.pdf"
"04/26/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20220426-207.pdf"
"04/26/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20220426-206.pdf"
"04/22/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20220422-205.pdf"
"04/22/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20220422-204.pdf"
"04/21/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20220421-202.pdf"
"04/21/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20220421-203.pdf"
"04/21/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20220421-201.pdf"
"04/21/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20220421-200.pdf"
"04/14/2022","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20220414-61.pdf"
"04/14/2022","BGR Government Affairs, LLC","5430","Short-Form","Munson, Lester"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220414-376.pdf"
"04/14/2022","BGR Government Affairs, LLC","5430","Short-Form","Cardenas, Jose R."," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220414-378.pdf"
"04/14/2022","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Government of the Cooperative Republic of Guyana","GUYANA","https://efile.fara.gov/docs/5430-Exhibit-AB-20220414-109.pdf"
"04/12/2022","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20220412-60.pdf"
"04/12/2022","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Republic of India, Embassy","INDIA","https://efile.fara.gov/docs/5430-Exhibit-AB-20220412-108.pdf"
"04/01/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20220401-199.pdf"
"03/30/2022","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20220330-58.pdf"
"03/30/2022","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20220330-59.pdf"
"03/30/2022","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Exhibit-AB-20220330-107.pdf"
"03/30/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20220330-198.pdf"
"03/30/2022","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Hong Kong Trade Development Council","HONG KONG","https://efile.fara.gov/docs/5430-Exhibit-AB-20220330-106.pdf"
"03/17/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20220317-197.pdf"
"03/17/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20220317-196.pdf"
"03/01/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20220301-195.pdf"
"03/01/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20220301-194.pdf"
"03/01/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20220301-193.pdf"
"02/23/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20220223-192.pdf"
"02/18/2022","BGR Government Affairs, LLC","5430","Short-Form","Hoffman, Daniel"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20220218-372.pdf"
"02/18/2022","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20220218-57.pdf"
"02/15/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20220215-191.pdf"
"02/14/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20220214-190.pdf"
"02/11/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Fathi Bashagha","LIBYA","https://efile.fara.gov/docs/5430-Informational-Materials-20220211-188.pdf"
"02/11/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Fathi Bashagha","LIBYA","https://efile.fara.gov/docs/5430-Informational-Materials-20220211-189.pdf"
"02/04/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Kingdom of Bahrain to the United States of America","BAHRAIN","https://efile.fara.gov/docs/5430-Informational-Materials-20220204-187.pdf"
"02/04/2022","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20220204-56.pdf"
"02/03/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20220203-186.pdf"
"02/02/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20220202-185.pdf"
"01/21/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20220121-184.pdf"
"01/14/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20220114-183.pdf"
"01/12/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Fathi Bashagha","LIBYA","https://efile.fara.gov/docs/5430-Informational-Materials-20220112-181.pdf"
"01/12/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Informational-Materials-20220112-182.pdf"
"01/10/2022","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Embassy of the Republic of Azerbaijan","AZERBAIJAN","https://efile.fara.gov/docs/5430-Exhibit-AB-20220110-105.pdf"
"01/10/2022","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20220110-55.pdf"
"01/05/2022","BGR Government Affairs, LLC","5430","Informational Materials"," ","Fathi Bashagha","LIBYA","https://efile.fara.gov/docs/5430-Informational-Materials-20220105-180.pdf"
"12/30/2021","BGR Government Affairs, LLC","5430","Supplemental Statement"," "," "," ","https://efile.fara.gov/docs/5430-Supplemental-Statement-20211230-47.pdf"
"12/21/2021","BGR Government Affairs, LLC","5430","Short-Form","Tavlarides, Mark"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20211221-370.pdf"
"12/20/2021","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Eurasian Resources Group","LUXEMBOURG","https://efile.fara.gov/docs/5430-Exhibit-AB-20211220-104.pdf"
"12/16/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Informational-Materials-20211216-179.pdf"
"12/16/2021","BGR Government Affairs, LLC","5430","Amendment"," "," "," ","https://efile.fara.gov/docs/5430-Amendment-20211216-54.pdf"
"12/16/2021","BGR Government Affairs, LLC","5430","Exhibit AB"," ","Government of the People's Republic of Bangladesh, Embassy","BANGLADESH","https://efile.fara.gov/docs/5430-Exhibit-AB-20211216-103.pdf"
"12/14/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Fathi Bashagha","LIBYA","https://efile.fara.gov/docs/5430-Informational-Materials-20211214-177.pdf"
"12/14/2021","BGR Government Affairs, LLC","5430","Informational Materials"," ","Fathi Bashagha","LIBYA","https://efile.fara.gov/docs/5430-Informational-Materials-20211214-178.pdf"
"12/08/2021","BGR Government Affairs, LLC","5430","Short-Form","Maney, Jo"," "," ","https://efile.fara.gov/docs/5430-Short-Form-20211208-366.pdf"
